pixel_id,point_data
178293,POINT(46.25 33.75)
178294,POINT(46.75 33.75)
178295,POINT(47.25 33.75)
178296,POINT(47.75 33.75)
178297,POINT(48.25 33.75)
178298,POINT(48.75 33.75)
178299,POINT(49.25 33.75)
178300,POINT(49.75 33.75)
178301,POINT(50.25 33.75)
178302,POINT(50.75 33.75)
178303,POINT(51.25 33.75)
178304,POINT(51.75 33.75)
178305,POINT(52.25 33.75)
178306,POINT(52.75 33.75)
178307,POINT(53.25 33.75)
178308,POINT(53.75 33.75)
178309,POINT(54.25 33.75)
178310,POINT(54.75 33.75)
178311,POINT(55.25 33.75)
178312,POINT(55.75 33.75)
178313,POINT(56.25 33.75)
178314,POINT(56.75 33.75)
178315,POINT(57.25 33.75)
178316,POINT(57.75 33.75)
178317,POINT(58.25 33.75)
178318,POINT(58.75 33.75)
178319,POINT(59.25 33.75)
178320,POINT(59.75 33.75)
178321,POINT(60.25 33.75)
178322,POINT(60.75 33.75)
178323,POINT(61.25 33.75)
178324,POINT(61.75 33.75)
178325,POINT(62.25 33.75)
178326,POINT(62.75 33.75)
178327,POINT(63.25 33.75)
178328,POINT(63.75 33.75)
178329,POINT(64.25 33.75)
178330,POINT(64.75 33.75)
178331,POINT(65.25 33.75)
178332,POINT(65.75 33.75)
178333,POINT(66.25 33.75)
178334,POINT(66.75 33.75)
178335,POINT(67.25 33.75)
178336,POINT(67.75 33.75)
178337,POINT(68.25 33.75)
178338,POINT(68.75 33.75)
178339,POINT(69.25 33.75)
178340,POINT(69.75 33.75)
178341,POINT(70.25 33.75)
178342,POINT(70.75 33.75)
178343,POINT(71.25 33.75)
178344,POINT(71.75 33.75)
178345,POINT(72.25 33.75)
178346,POINT(72.75 33.75)
178347,POINT(73.25 33.75)
178348,POINT(73.75 33.75)
178349,POINT(74.25 33.75)
178350,POINT(74.75 33.75)
178351,POINT(75.25 33.75)
178352,POINT(75.75 33.75)
178353,POINT(76.25 33.75)
178354,POINT(76.75 33.75)
178355,POINT(77.25 33.75)
178356,POINT(77.75 33.75)
178357,POINT(78.25 33.75)
178358,POINT(78.75 33.75)
178359,POINT(79.25 33.75)
178360,POINT(79.75 33.75)
178361,POINT(80.25 33.75)
178362,POINT(80.75 33.75)
178363,POINT(81.25 33.75)
178364,POINT(81.75 33.75)
178365,POINT(82.25 33.75)
178366,POINT(82.75 33.75)
178367,POINT(83.25 33.75)
178368,POINT(83.75 33.75)
178369,POINT(84.25 33.75)
178370,POINT(84.75 33.75)
178371,POINT(85.25 33.75)
178372,POINT(85.75 33.75)
178373,POINT(86.25 33.75)
178374,POINT(86.75 33.75)
178375,POINT(87.25 33.75)
178376,POINT(87.75 33.75)
178377,POINT(88.25 33.75)
178378,POINT(88.75 33.75)
178379,POINT(89.25 33.75)
178380,POINT(89.75 33.75)
178381,POINT(90.25 33.75)
178382,POINT(90.75 33.75)
178383,POINT(91.25 33.75)
178384,POINT(91.75 33.75)
178385,POINT(92.25 33.75)
178386,POINT(92.75 33.75)
178387,POINT(93.25 33.75)
178388,POINT(93.75 33.75)
178389,POINT(94.25 33.75)
178390,POINT(94.75 33.75)
178391,POINT(95.25 33.75)
178392,POINT(95.75 33.75)
178393,POINT(96.25 33.75)
178394,POINT(96.75 33.75)
178395,POINT(97.25 33.75)
178396,POINT(97.75 33.75)
178397,POINT(98.25 33.75)
178398,POINT(98.75 33.75)
178399,POINT(99.25 33.75)
178400,POINT(99.75 33.75)
178401,POINT(100.25 33.75)
178402,POINT(100.75 33.75)
178403,POINT(101.25 33.75)
178404,POINT(101.75 33.75)
178405,POINT(102.25 33.75)
178406,POINT(102.75 33.75)
178407,POINT(103.25 33.75)
178408,POINT(103.75 33.75)
178409,POINT(104.25 33.75)
178410,POINT(104.75 33.75)
178411,POINT(105.25 33.75)
178412,POINT(105.75 33.75)
178413,POINT(106.25 33.75)
178414,POINT(106.75 33.75)
178415,POINT(107.25 33.75)
178416,POINT(107.75 33.75)
178417,POINT(108.25 33.75)
178418,POINT(108.75 33.75)
178419,POINT(109.25 33.75)
178420,POINT(109.75 33.75)
178421,POINT(110.25 33.75)
178422,POINT(110.75 33.75)
178423,POINT(111.25 33.75)
178424,POINT(111.75 33.75)
178425,POINT(112.25 33.75)
178426,POINT(112.75 33.75)
178427,POINT(113.25 33.75)
178428,POINT(113.75 33.75)
178429,POINT(114.25 33.75)
178430,POINT(114.75 33.75)
178431,POINT(115.25 33.75)
178432,POINT(115.75 33.75)
178433,POINT(116.25 33.75)
178434,POINT(116.75 33.75)
178435,POINT(117.25 33.75)
178436,POINT(117.75 33.75)
178437,POINT(118.25 33.75)
178438,POINT(118.75 33.75)
178439,POINT(119.25 33.75)
178440,POINT(119.75 33.75)
178441,POINT(120.25 33.75)
178442,POINT(120.75 33.75)
178454,POINT(126.75 33.75)
178460,POINT(129.75 33.75)
178461,POINT(130.25 33.75)
178462,POINT(130.75 33.75)
178463,POINT(131.25 33.75)
178464,POINT(131.75 33.75)
178465,POINT(132.25 33.75)
178466,POINT(132.75 33.75)
178467,POINT(133.25 33.75)
178468,POINT(133.75 33.75)
178469,POINT(134.25 33.75)
178470,POINT(134.75 33.75)
178471,POINT(135.25 33.75)
178472,POINT(135.75 33.75)
178473,POINT(136.25 33.75)
178680,POINT(-120.25 34.25)
178681,POINT(-119.75 34.25)
178682,POINT(-119.25 34.25)
178683,POINT(-118.75 34.25)
178684,POINT(-118.25 34.25)
178685,POINT(-117.75 34.25)
178686,POINT(-117.25 34.25)
178687,POINT(-116.75 34.25)
178688,POINT(-116.25 34.25)
178689,POINT(-115.75 34.25)
178690,POINT(-115.25 34.25)
178691,POINT(-114.75 34.25)
178692,POINT(-114.25 34.25)
178693,POINT(-113.75 34.25)
178694,POINT(-113.25 34.25)
178695,POINT(-112.75 34.25)
178696,POINT(-112.25 34.25)
178697,POINT(-111.75 34.25)
178698,POINT(-111.25 34.25)
178699,POINT(-110.75 34.25)
178700,POINT(-110.25 34.25)
178701,POINT(-109.75 34.25)
178702,POINT(-109.25 34.25)
178703,POINT(-108.75 34.25)
178704,POINT(-108.25 34.25)
178705,POINT(-107.75 34.25)
178706,POINT(-107.25 34.25)
178707,POINT(-106.75 34.25)
178708,POINT(-106.25 34.25)
178709,POINT(-105.75 34.25)
178710,POINT(-105.25 34.25)
178711,POINT(-104.75 34.25)
178712,POINT(-104.25 34.25)
178713,POINT(-103.75 34.25)
178714,POINT(-103.25 34.25)
178715,POINT(-102.75 34.25)
178716,POINT(-102.25 34.25)
178717,POINT(-101.75 34.25)
178718,POINT(-101.25 34.25)
178719,POINT(-100.75 34.25)
178720,POINT(-100.25 34.25)
178721,POINT(-99.75 34.25)
178722,POINT(-99.25 34.25)
178723,POINT(-98.75 34.25)
178724,POINT(-98.25 34.25)
178725,POINT(-97.75 34.25)
178726,POINT(-97.25 34.25)
178727,POINT(-96.75 34.25)
178728,POINT(-96.25 34.25)
178729,POINT(-95.75 34.25)
178730,POINT(-95.25 34.25)
178731,POINT(-94.75 34.25)
178732,POINT(-94.25 34.25)
178733,POINT(-93.75 34.25)
178734,POINT(-93.25 34.25)
178735,POINT(-92.75 34.25)
178736,POINT(-92.25 34.25)
178737,POINT(-91.75 34.25)
178738,POINT(-91.25 34.25)
178739,POINT(-90.75 34.25)
178740,POINT(-90.25 34.25)
178741,POINT(-89.75 34.25)
178742,POINT(-89.25 34.25)
178743,POINT(-88.75 34.25)
178744,POINT(-88.25 34.25)
178745,POINT(-87.75 34.25)
178746,POINT(-87.25 34.25)
178747,POINT(-86.75 34.25)
178748,POINT(-86.25 34.25)
178749,POINT(-85.75 34.25)
178750,POINT(-85.25 34.25)
178751,POINT(-84.75 34.25)
178752,POINT(-84.25 34.25)
178753,POINT(-83.75 34.25)
178754,POINT(-83.25 34.25)
178755,POINT(-82.75 34.25)
178756,POINT(-82.25 34.25)
178757,POINT(-81.75 34.25)
178758,POINT(-81.25 34.25)
178759,POINT(-80.75 34.25)
178760,POINT(-80.25 34.25)
178761,POINT(-79.75 34.25)
178762,POINT(-79.25 34.25)
178763,POINT(-78.75 34.25)
178764,POINT(-78.25 34.25)
178765,POINT(-77.75 34.25)
178766,POINT(-77.25 34.25)
178816,POINT(-52.25 34.25)
178817,POINT(-51.75 34.25)
178907,POINT(-6.75 34.25)
178908,POINT(-6.25 34.25)
178909,POINT(-5.75 34.25)
178910,POINT(-5.25 34.25)
178911,POINT(-4.75 34.25)
178912,POINT(-4.25 34.25)
178913,POINT(-3.75 34.25)
178914,POINT(-3.25 34.25)
178915,POINT(-2.75 34.25)
178916,POINT(-2.25 34.25)
178917,POINT(-1.75 34.25)
178918,POINT(-1.25 34.25)
178919,POINT(-0.75 34.25)
178920,POINT(-0.25 34.25)
178921,POINT(0.25 34.25)
178922,POINT(0.75 34.25)
178923,POINT(1.25 34.25)
178924,POINT(1.75 34.25)
178925,POINT(2.25 34.25)
178926,POINT(2.75 34.25)
178927,POINT(3.25 34.25)
178928,POINT(3.75 34.25)
178929,POINT(4.25 34.25)
178930,POINT(4.75 34.25)
178931,POINT(5.25 34.25)
178932,POINT(5.75 34.25)
178933,POINT(6.25 34.25)
178934,POINT(6.75 34.25)
178935,POINT(7.25 34.25)
178936,POINT(7.75 34.25)
178937,POINT(8.25 34.25)
178938,POINT(8.75 34.25)
178939,POINT(9.25 34.25)
178940,POINT(9.75 34.25)
178941,POINT(10.25 34.25)
178992,POINT(35.75 34.25)
178993,POINT(36.25 34.25)
178994,POINT(36.75 34.25)
178995,POINT(37.25 34.25)
178996,POINT(37.75 34.25)
178997,POINT(38.25 34.25)
178998,POINT(38.75 34.25)
178999,POINT(39.25 34.25)
179000,POINT(39.75 34.25)
179001,POINT(40.25 34.25)
179002,POINT(40.75 34.25)
179003,POINT(41.25 34.25)
179004,POINT(41.75 34.25)
179005,POINT(42.25 34.25)
179006,POINT(42.75 34.25)
179007,POINT(43.25 34.25)
179008,POINT(43.75 34.25)
179009,POINT(44.25 34.25)
179010,POINT(44.75 34.25)
179011,POINT(45.25 34.25)
179012,POINT(45.75 34.25)
179013,POINT(46.25 34.25)
179014,POINT(46.75 34.25)
179015,POINT(47.25 34.25)
179016,POINT(47.75 34.25)
179017,POINT(48.25 34.25)
179018,POINT(48.75 34.25)
179019,POINT(49.25 34.25)
179020,POINT(49.75 34.25)
179021,POINT(50.25 34.25)
179022,POINT(50.75 34.25)
179023,POINT(51.25 34.25)
179024,POINT(51.75 34.25)
179025,POINT(52.25 34.25)
179026,POINT(52.75 34.25)
179027,POINT(53.25 34.25)
179028,POINT(53.75 34.25)
179029,POINT(54.25 34.25)
179030,POINT(54.75 34.25)
179031,POINT(55.25 34.25)
179032,POINT(55.75 34.25)
179033,POINT(56.25 34.25)
179034,POINT(56.75 34.25)
179035,POINT(57.25 34.25)
179036,POINT(57.75 34.25)
179037,POINT(58.25 34.25)
179038,POINT(58.75 34.25)
179039,POINT(59.25 34.25)
179040,POINT(59.75 34.25)
179041,POINT(60.25 34.25)
179042,POINT(60.75 34.25)
179043,POINT(61.25 34.25)
179044,POINT(61.75 34.25)
179045,POINT(62.25 34.25)
179046,POINT(62.75 34.25)
179047,POINT(63.25 34.25)
179048,POINT(63.75 34.25)
179049,POINT(64.25 34.25)
179050,POINT(64.75 34.25)
179051,POINT(65.25 34.25)
179052,POINT(65.75 34.25)
179053,POINT(66.25 34.25)
179054,POINT(66.75 34.25)
179055,POINT(67.25 34.25)
179056,POINT(67.75 34.25)
179057,POINT(68.25 34.25)
179058,POINT(68.75 34.25)
179059,POINT(69.25 34.25)
179060,POINT(69.75 34.25)
179061,POINT(70.25 34.25)
179062,POINT(70.75 34.25)
179063,POINT(71.25 34.25)
179064,POINT(71.75 34.25)
179065,POINT(72.25 34.25)
179066,POINT(72.75 34.25)
179067,POINT(73.25 34.25)
179068,POINT(73.75 34.25)
179069,POINT(74.25 34.25)
179070,POINT(74.75 34.25)
179071,POINT(75.25 34.25)
179072,POINT(75.75 34.25)
179073,POINT(76.25 34.25)
179074,POINT(76.75 34.25)
179075,POINT(77.25 34.25)
179076,POINT(77.75 34.25)
179077,POINT(78.25 34.25)
179078,POINT(78.75 34.25)
179079,POINT(79.25 34.25)
179080,POINT(79.75 34.25)
179081,POINT(80.25 34.25)
179082,POINT(80.75 34.25)
179083,POINT(81.25 34.25)
179084,POINT(81.75 34.25)
179085,POINT(82.25 34.25)
179086,POINT(82.75 34.25)
179087,POINT(83.25 34.25)
179088,POINT(83.75 34.25)
179089,POINT(84.25 34.25)
179090,POINT(84.75 34.25)
179091,POINT(85.25 34.25)
179092,POINT(85.75 34.25)
179093,POINT(86.25 34.25)
179094,POINT(86.75 34.25)
179095,POINT(87.25 34.25)
179096,POINT(87.75 34.25)
179097,POINT(88.25 34.25)
179098,POINT(88.75 34.25)
179099,POINT(89.25 34.25)
179100,POINT(89.75 34.25)
179101,POINT(90.25 34.25)
179102,POINT(90.75 34.25)
179103,POINT(91.25 34.25)
179104,POINT(91.75 34.25)
179105,POINT(92.25 34.25)
179106,POINT(92.75 34.25)
179107,POINT(93.25 34.25)
179108,POINT(93.75 34.25)
179109,POINT(94.25 34.25)
179110,POINT(94.75 34.25)
179111,POINT(95.25 34.25)
179112,POINT(95.75 34.25)
179113,POINT(96.25 34.25)
179114,POINT(96.75 34.25)
179115,POINT(97.25 34.25)
179116,POINT(97.75 34.25)
179117,POINT(98.25 34.25)
179118,POINT(98.75 34.25)
179119,POINT(99.25 34.25)
179120,POINT(99.75 34.25)
179121,POINT(100.25 34.25)
179122,POINT(100.75 34.25)
179123,POINT(101.25 34.25)
179124,POINT(101.75 34.25)
179125,POINT(102.25 34.25)
179126,POINT(102.75 34.25)
179127,POINT(103.25 34.25)
179128,POINT(103.75 34.25)
179129,POINT(104.25 34.25)
179130,POINT(104.75 34.25)
179131,POINT(105.25 34.25)
179132,POINT(105.75 34.25)
179133,POINT(106.25 34.25)
179134,POINT(106.75 34.25)
179135,POINT(107.25 34.25)
179136,POINT(107.75 34.25)
179137,POINT(108.25 34.25)
179138,POINT(108.75 34.25)
179139,POINT(109.25 34.25)
179140,POINT(109.75 34.25)
179141,POINT(110.25 34.25)
179142,POINT(110.75 34.25)
179143,POINT(111.25 34.25)
179144,POINT(111.75 34.25)
179145,POINT(112.25 34.25)
179146,POINT(112.75 34.25)
179147,POINT(113.25 34.25)
179148,POINT(113.75 34.25)
179149,POINT(114.25 34.25)
179150,POINT(114.75 34.25)
179151,POINT(115.25 34.25)
179152,POINT(115.75 34.25)
179153,POINT(116.25 34.25)
179154,POINT(116.75 34.25)
179155,POINT(117.25 34.25)
179156,POINT(117.75 34.25)
179157,POINT(118.25 34.25)
179158,POINT(118.75 34.25)
179159,POINT(119.25 34.25)
179160,POINT(119.75 34.25)
179161,POINT(120.25 34.25)
179173,POINT(126.25 34.25)
179174,POINT(126.75 34.25)
179175,POINT(127.25 34.25)
179176,POINT(127.75 34.25)
179179,POINT(129.25 34.25)
179182,POINT(130.75 34.25)
179183,POINT(131.25 34.25)
179184,POINT(131.75 34.25)
179185,POINT(132.25 34.25)
179186,POINT(132.75 34.25)
179187,POINT(133.25 34.25)
179188,POINT(133.75 34.25)
179189,POINT(134.25 34.25)
179190,POINT(134.75 34.25)
179191,POINT(135.25 34.25)
179192,POINT(135.75 34.25)
179193,POINT(136.25 34.25)
179194,POINT(136.75 34.25)
179399,POINT(-120.75 34.75)
179400,POINT(-120.25 34.75)
179401,POINT(-119.75 34.75)
179402,POINT(-119.25 34.75)
179403,POINT(-118.75 34.75)
179404,POINT(-118.25 34.75)
179405,POINT(-117.75 34.75)
179406,POINT(-117.25 34.75)
179407,POINT(-116.75 34.75)
179408,POINT(-116.25 34.75)
179409,POINT(-115.75 34.75)
179410,POINT(-115.25 34.75)
179411,POINT(-114.75 34.75)
179412,POINT(-114.25 34.75)
179413,POINT(-113.75 34.75)
179414,POINT(-113.25 34.75)
179415,POINT(-112.75 34.75)
179416,POINT(-112.25 34.75)
179417,POINT(-111.75 34.75)
179418,POINT(-111.25 34.75)
179419,POINT(-110.75 34.75)
179420,POINT(-110.25 34.75)
179421,POINT(-109.75 34.75)
179422,POINT(-109.25 34.75)
179423,POINT(-108.75 34.75)
179424,POINT(-108.25 34.75)
179425,POINT(-107.75 34.75)
179426,POINT(-107.25 34.75)
179427,POINT(-106.75 34.75)
179428,POINT(-106.25 34.75)
179429,POINT(-105.75 34.75)
179430,POINT(-105.25 34.75)
179431,POINT(-104.75 34.75)
179432,POINT(-104.25 34.75)
179433,POINT(-103.75 34.75)
179434,POINT(-103.25 34.75)
179435,POINT(-102.75 34.75)
179436,POINT(-102.25 34.75)
179437,POINT(-101.75 34.75)
179438,POINT(-101.25 34.75)
179439,POINT(-100.75 34.75)
179440,POINT(-100.25 34.75)
179441,POINT(-99.75 34.75)
179442,POINT(-99.25 34.75)
179443,POINT(-98.75 34.75)
179444,POINT(-98.25 34.75)
179445,POINT(-97.75 34.75)
179446,POINT(-97.25 34.75)
179447,POINT(-96.75 34.75)
179448,POINT(-96.25 34.75)
179449,POINT(-95.75 34.75)
179450,POINT(-95.25 34.75)
179451,POINT(-94.75 34.75)
179452,POINT(-94.25 34.75)
179453,POINT(-93.75 34.75)
179454,POINT(-93.25 34.75)
179455,POINT(-92.75 34.75)
179456,POINT(-92.25 34.75)
179457,POINT(-91.75 34.75)
179458,POINT(-91.25 34.75)
179459,POINT(-90.75 34.75)
179460,POINT(-90.25 34.75)
179461,POINT(-89.75 34.75)
179462,POINT(-89.25 34.75)
179463,POINT(-88.75 34.75)
179464,POINT(-88.25 34.75)
179465,POINT(-87.75 34.75)
179466,POINT(-87.25 34.75)
179467,POINT(-86.75 34.75)
179468,POINT(-86.25 34.75)
179469,POINT(-85.75 34.75)
179470,POINT(-85.25 34.75)
179471,POINT(-84.75 34.75)
179472,POINT(-84.25 34.75)
179473,POINT(-83.75 34.75)
179474,POINT(-83.25 34.75)
179475,POINT(-82.75 34.75)
179476,POINT(-82.25 34.75)
179477,POINT(-81.75 34.75)
179478,POINT(-81.25 34.75)
179479,POINT(-80.75 34.75)
179480,POINT(-80.25 34.75)
179481,POINT(-79.75 34.75)
179482,POINT(-79.25 34.75)
179483,POINT(-78.75 34.75)
179484,POINT(-78.25 34.75)
179485,POINT(-77.75 34.75)
179486,POINT(-77.25 34.75)
179487,POINT(-76.75 34.75)
179488,POINT(-76.25 34.75)
179628,POINT(-6.25 34.75)
179629,POINT(-5.75 34.75)
179630,POINT(-5.25 34.75)
179631,POINT(-4.75 34.75)
179632,POINT(-4.25 34.75)
179633,POINT(-3.75 34.75)
179634,POINT(-3.25 34.75)
179635,POINT(-2.75 34.75)
179636,POINT(-2.25 34.75)
179637,POINT(-1.75 34.75)
179638,POINT(-1.25 34.75)
179639,POINT(-0.75 34.75)
179640,POINT(-0.25 34.75)
179641,POINT(0.25 34.75)
179642,POINT(0.75 34.75)
179643,POINT(1.25 34.75)
179644,POINT(1.75 34.75)
179645,POINT(2.25 34.75)
179646,POINT(2.75 34.75)
179647,POINT(3.25 34.75)
179648,POINT(3.75 34.75)
179649,POINT(4.25 34.75)
179650,POINT(4.75 34.75)
179651,POINT(5.25 34.75)
179652,POINT(5.75 34.75)
179653,POINT(6.25 34.75)
179654,POINT(6.75 34.75)
179655,POINT(7.25 34.75)
179656,POINT(7.75 34.75)
179657,POINT(8.25 34.75)
179658,POINT(8.75 34.75)
179659,POINT(9.25 34.75)
179660,POINT(9.75 34.75)
179661,POINT(10.25 34.75)
179662,POINT(10.75 34.75)
179663,POINT(11.25 34.75)
179690,POINT(24.75 34.75)
179691,POINT(25.25 34.75)
179703,POINT(31.25 34.75)
179704,POINT(31.75 34.75)
179705,POINT(32.25 34.75)
179706,POINT(32.75 34.75)
179707,POINT(33.25 34.75)
179708,POINT(33.75 34.75)
179712,POINT(35.75 34.75)
179713,POINT(36.25 34.75)
179714,POINT(36.75 34.75)
179715,POINT(37.25 34.75)
179716,POINT(37.75 34.75)
179717,POINT(38.25 34.75)
179718,POINT(38.75 34.75)
179719,POINT(39.25 34.75)
179720,POINT(39.75 34.75)
179721,POINT(40.25 34.75)
179722,POINT(40.75 34.75)
179723,POINT(41.25 34.75)
179724,POINT(41.75 34.75)
179725,POINT(42.25 34.75)
179726,POINT(42.75 34.75)
179727,POINT(43.25 34.75)
179728,POINT(43.75 34.75)
179729,POINT(44.25 34.75)
179730,POINT(44.75 34.75)
179731,POINT(45.25 34.75)
179732,POINT(45.75 34.75)
179733,POINT(46.25 34.75)
179734,POINT(46.75 34.75)
179735,POINT(47.25 34.75)
179736,POINT(47.75 34.75)
179737,POINT(48.25 34.75)
179738,POINT(48.75 34.75)
179739,POINT(49.25 34.75)
179740,POINT(49.75 34.75)
179741,POINT(50.25 34.75)
179742,POINT(50.75 34.75)
179743,POINT(51.25 34.75)
179744,POINT(51.75 34.75)
179745,POINT(52.25 34.75)
179746,POINT(52.75 34.75)
179747,POINT(53.25 34.75)
179748,POINT(53.75 34.75)
179749,POINT(54.25 34.75)
179750,POINT(54.75 34.75)
179751,POINT(55.25 34.75)
179752,POINT(55.75 34.75)
179753,POINT(56.25 34.75)
179754,POINT(56.75 34.75)
179755,POINT(57.25 34.75)
179756,POINT(57.75 34.75)
179757,POINT(58.25 34.75)
179758,POINT(58.75 34.75)
179759,POINT(59.25 34.75)
179760,POINT(59.75 34.75)
179761,POINT(60.25 34.75)
179762,POINT(60.75 34.75)
179763,POINT(61.25 34.75)
179764,POINT(61.75 34.75)
179765,POINT(62.25 34.75)
179766,POINT(62.75 34.75)
179767,POINT(63.25 34.75)
179768,POINT(63.75 34.75)
179769,POINT(64.25 34.75)
179770,POINT(64.75 34.75)
179771,POINT(65.25 34.75)
179772,POINT(65.75 34.75)
179773,POINT(66.25 34.75)
179774,POINT(66.75 34.75)
179775,POINT(67.25 34.75)
179776,POINT(67.75 34.75)
179777,POINT(68.25 34.75)
179778,POINT(68.75 34.75)
179779,POINT(69.25 34.75)
179780,POINT(69.75 34.75)
179781,POINT(70.25 34.75)
179782,POINT(70.75 34.75)
179783,POINT(71.25 34.75)
179784,POINT(71.75 34.75)
179785,POINT(72.25 34.75)
179786,POINT(72.75 34.75)
179787,POINT(73.25 34.75)
179788,POINT(73.75 34.75)
179789,POINT(74.25 34.75)
179790,POINT(74.75 34.75)
179791,POINT(75.25 34.75)
179792,POINT(75.75 34.75)
179793,POINT(76.25 34.75)
179794,POINT(76.75 34.75)
179795,POINT(77.25 34.75)
179796,POINT(77.75 34.75)
179797,POINT(78.25 34.75)
179798,POINT(78.75 34.75)
179799,POINT(79.25 34.75)
179800,POINT(79.75 34.75)
179801,POINT(80.25 34.75)
179802,POINT(80.75 34.75)
179803,POINT(81.25 34.75)
179804,POINT(81.75 34.75)
179805,POINT(82.25 34.75)
179806,POINT(82.75 34.75)
179807,POINT(83.25 34.75)
179808,POINT(83.75 34.75)
179809,POINT(84.25 34.75)
179810,POINT(84.75 34.75)
179811,POINT(85.25 34.75)
179812,POINT(85.75 34.75)
179813,POINT(86.25 34.75)
179814,POINT(86.75 34.75)
179815,POINT(87.25 34.75)
179816,POINT(87.75 34.75)
179817,POINT(88.25 34.75)
179818,POINT(88.75 34.75)
179819,POINT(89.25 34.75)
179820,POINT(89.75 34.75)
179821,POINT(90.25 34.75)
179822,POINT(90.75 34.75)
179823,POINT(91.25 34.75)
179824,POINT(91.75 34.75)
179825,POINT(92.25 34.75)
179826,POINT(92.75 34.75)
179827,POINT(93.25 34.75)
179828,POINT(93.75 34.75)
179829,POINT(94.25 34.75)
179830,POINT(94.75 34.75)
179831,POINT(95.25 34.75)
179832,POINT(95.75 34.75)
179833,POINT(96.25 34.75)
179834,POINT(96.75 34.75)
179835,POINT(97.25 34.75)
179836,POINT(97.75 34.75)
179837,POINT(98.25 34.75)
179838,POINT(98.75 34.75)
179839,POINT(99.25 34.75)
179840,POINT(99.75 34.75)
179841,POINT(100.25 34.75)
179842,POINT(100.75 34.75)
179843,POINT(101.25 34.75)
179844,POINT(101.75 34.75)
179845,POINT(102.25 34.75)
179846,POINT(102.75 34.75)
179847,POINT(103.25 34.75)
179848,POINT(103.75 34.75)
179849,POINT(104.25 34.75)
179850,POINT(104.75 34.75)
179851,POINT(105.25 34.75)
179852,POINT(105.75 34.75)
179853,POINT(106.25 34.75)
179854,POINT(106.75 34.75)
179855,POINT(107.25 34.75)
179856,POINT(107.75 34.75)
179857,POINT(108.25 34.75)
179858,POINT(108.75 34.75)
179859,POINT(109.25 34.75)
179860,POINT(109.75 34.75)
179861,POINT(110.25 34.75)
179862,POINT(110.75 34.75)
179863,POINT(111.25 34.75)
179864,POINT(111.75 34.75)
179865,POINT(112.25 34.75)
179866,POINT(112.75 34.75)
179867,POINT(113.25 34.75)
179868,POINT(113.75 34.75)
179869,POINT(114.25 34.75)
179870,POINT(114.75 34.75)
179871,POINT(115.25 34.75)
179872,POINT(115.75 34.75)
179873,POINT(116.25 34.75)
179874,POINT(116.75 34.75)
179875,POINT(117.25 34.75)
179876,POINT(117.75 34.75)
179877,POINT(118.25 34.75)
179878,POINT(118.75 34.75)
179879,POINT(119.25 34.75)
179893,POINT(126.25 34.75)
179894,POINT(126.75 34.75)
179895,POINT(127.25 34.75)
179896,POINT(127.75 34.75)
179897,POINT(128.25 34.75)
179898,POINT(128.75 34.75)
179899,POINT(129.25 34.75)
179903,POINT(131.25 34.75)
179904,POINT(131.75 34.75)
179905,POINT(132.25 34.75)
179906,POINT(132.75 34.75)
179907,POINT(133.25 34.75)
179908,POINT(133.75 34.75)
179909,POINT(134.25 34.75)
179910,POINT(134.75 34.75)
179911,POINT(135.25 34.75)
179912,POINT(135.75 34.75)
179913,POINT(136.25 34.75)
179914,POINT(136.75 34.75)
179915,POINT(137.25 34.75)
179916,POINT(137.75 34.75)
179917,POINT(138.25 34.75)
179918,POINT(138.75 34.75)
179919,POINT(139.25 34.75)
179920,POINT(139.75 34.75)
180118,POINT(-121.25 35.25)
180119,POINT(-120.75 35.25)
180120,POINT(-120.25 35.25)
180121,POINT(-119.75 35.25)
180122,POINT(-119.25 35.25)
180123,POINT(-118.75 35.25)
180124,POINT(-118.25 35.25)
180125,POINT(-117.75 35.25)
180126,POINT(-117.25 35.25)
180127,POINT(-116.75 35.25)
180128,POINT(-116.25 35.25)
180129,POINT(-115.75 35.25)
180130,POINT(-115.25 35.25)
180131,POINT(-114.75 35.25)
180132,POINT(-114.25 35.25)
180133,POINT(-113.75 35.25)
180134,POINT(-113.25 35.25)
180135,POINT(-112.75 35.25)
180136,POINT(-112.25 35.25)
180137,POINT(-111.75 35.25)
180138,POINT(-111.25 35.25)
180139,POINT(-110.75 35.25)
180140,POINT(-110.25 35.25)
180141,POINT(-109.75 35.25)
180142,POINT(-109.25 35.25)
180143,POINT(-108.75 35.25)
180144,POINT(-108.25 35.25)
180145,POINT(-107.75 35.25)
180146,POINT(-107.25 35.25)
180147,POINT(-106.75 35.25)
180148,POINT(-106.25 35.25)
180149,POINT(-105.75 35.25)
180150,POINT(-105.25 35.25)
180151,POINT(-104.75 35.25)
180152,POINT(-104.25 35.25)
180153,POINT(-103.75 35.25)
180154,POINT(-103.25 35.25)
180155,POINT(-102.75 35.25)
180156,POINT(-102.25 35.25)
180157,POINT(-101.75 35.25)
180158,POINT(-101.25 35.25)
180159,POINT(-100.75 35.25)
180160,POINT(-100.25 35.25)
180161,POINT(-99.75 35.25)
180162,POINT(-99.25 35.25)
180163,POINT(-98.75 35.25)
180164,POINT(-98.25 35.25)
180165,POINT(-97.75 35.25)
180166,POINT(-97.25 35.25)
180167,POINT(-96.75 35.25)
180168,POINT(-96.25 35.25)
180169,POINT(-95.75 35.25)
180170,POINT(-95.25 35.25)
180171,POINT(-94.75 35.25)
