pixel_id,point_data
108999,POINT(-40.75 -14.25)
109000,POINT(-40.25 -14.25)
109001,POINT(-39.75 -14.25)
109002,POINT(-39.25 -14.25)
109003,POINT(-38.75 -14.25)
109105,POINT(12.25 -14.25)
109106,POINT(12.75 -14.25)
109107,POINT(13.25 -14.25)
109108,POINT(13.75 -14.25)
109109,POINT(14.25 -14.25)
109110,POINT(14.75 -14.25)
109111,POINT(15.25 -14.25)
109112,POINT(15.75 -14.25)
109113,POINT(16.25 -14.25)
109114,POINT(16.75 -14.25)
109115,POINT(17.25 -14.25)
109116,POINT(17.75 -14.25)
109117,POINT(18.25 -14.25)
109118,POINT(18.75 -14.25)
109119,POINT(19.25 -14.25)
109120,POINT(19.75 -14.25)
109121,POINT(20.25 -14.25)
109122,POINT(20.75 -14.25)
109123,POINT(21.25 -14.25)
109124,POINT(21.75 -14.25)
109125,POINT(22.25 -14.25)
109126,POINT(22.75 -14.25)
109127,POINT(23.25 -14.25)
109128,POINT(23.75 -14.25)
109129,POINT(24.25 -14.25)
109130,POINT(24.75 -14.25)
109131,POINT(25.25 -14.25)
109132,POINT(25.75 -14.25)
109133,POINT(26.25 -14.25)
109134,POINT(26.75 -14.25)
109135,POINT(27.25 -14.25)
109136,POINT(27.75 -14.25)
109137,POINT(28.25 -14.25)
109138,POINT(28.75 -14.25)
109139,POINT(29.25 -14.25)
109140,POINT(29.75 -14.25)
109141,POINT(30.25 -14.25)
109142,POINT(30.75 -14.25)
109143,POINT(31.25 -14.25)
109144,POINT(31.75 -14.25)
109145,POINT(32.25 -14.25)
109146,POINT(32.75 -14.25)
109147,POINT(33.25 -14.25)
109148,POINT(33.75 -14.25)
109149,POINT(34.25 -14.25)
109150,POINT(34.75 -14.25)
109151,POINT(35.25 -14.25)
109152,POINT(35.75 -14.25)
109153,POINT(36.25 -14.25)
109154,POINT(36.75 -14.25)
109155,POINT(37.25 -14.25)
109156,POINT(37.75 -14.25)
109157,POINT(38.25 -14.25)
109158,POINT(38.75 -14.25)
109159,POINT(39.25 -14.25)
109160,POINT(39.75 -14.25)
109161,POINT(40.25 -14.25)
109162,POINT(40.75 -14.25)
109176,POINT(47.75 -14.25)
109177,POINT(48.25 -14.25)
109178,POINT(48.75 -14.25)
109179,POINT(49.25 -14.25)
109180,POINT(49.75 -14.25)
109181,POINT(50.25 -14.25)
109331,POINT(125.25 -14.25)
109332,POINT(125.75 -14.25)
109333,POINT(126.25 -14.25)
109334,POINT(126.75 -14.25)
109335,POINT(127.25 -14.25)
109336,POINT(127.75 -14.25)
109339,POINT(129.25 -14.25)
109340,POINT(129.75 -14.25)
109341,POINT(130.25 -14.25)
109342,POINT(130.75 -14.25)
109343,POINT(131.25 -14.25)
109344,POINT(131.75 -14.25)
109345,POINT(132.25 -14.25)
109346,POINT(132.75 -14.25)
109347,POINT(133.25 -14.25)
109348,POINT(133.75 -14.25)
109349,POINT(134.25 -14.25)
109350,POINT(134.75 -14.25)
109351,POINT(135.25 -14.25)
109352,POINT(135.75 -14.25)
109353,POINT(136.25 -14.25)
109354,POINT(136.75 -14.25)
109355,POINT(137.25 -14.25)
109364,POINT(141.75 -14.25)
109365,POINT(142.25 -14.25)
109366,POINT(142.75 -14.25)
109367,POINT(143.25 -14.25)
109368,POINT(143.75 -14.25)
109369,POINT(144.25 -14.25)
109370,POINT(144.75 -14.25)
109415,POINT(167.25 -14.25)
109416,POINT(167.75 -14.25)
109455,POINT(-172.75 -13.75)
109456,POINT(-172.25 -13.75)
109457,POINT(-171.75 -13.75)
109648,POINT(-76.25 -13.75)
109649,POINT(-75.75 -13.75)
109650,POINT(-75.25 -13.75)
109651,POINT(-74.75 -13.75)
109652,POINT(-74.25 -13.75)
109653,POINT(-73.75 -13.75)
109654,POINT(-73.25 -13.75)
109655,POINT(-72.75 -13.75)
109656,POINT(-72.25 -13.75)
109657,POINT(-71.75 -13.75)
109658,POINT(-71.25 -13.75)
109659,POINT(-70.75 -13.75)
109660,POINT(-70.25 -13.75)
109661,POINT(-69.75 -13.75)
109662,POINT(-69.25 -13.75)
109663,POINT(-68.75 -13.75)
109664,POINT(-68.25 -13.75)
109665,POINT(-67.75 -13.75)
109666,POINT(-67.25 -13.75)
109667,POINT(-66.75 -13.75)
109668,POINT(-66.25 -13.75)
109669,POINT(-65.75 -13.75)
109670,POINT(-65.25 -13.75)
109671,POINT(-64.75 -13.75)
109672,POINT(-64.25 -13.75)
109673,POINT(-63.75 -13.75)
109674,POINT(-63.25 -13.75)
109675,POINT(-62.75 -13.75)
109676,POINT(-62.25 -13.75)
109677,POINT(-61.75 -13.75)
109678,POINT(-61.25 -13.75)
109679,POINT(-60.75 -13.75)
109680,POINT(-60.25 -13.75)
109681,POINT(-59.75 -13.75)
109682,POINT(-59.25 -13.75)
109683,POINT(-58.75 -13.75)
109684,POINT(-58.25 -13.75)
109685,POINT(-57.75 -13.75)
109686,POINT(-57.25 -13.75)
109687,POINT(-56.75 -13.75)
109688,POINT(-56.25 -13.75)
109689,POINT(-55.75 -13.75)
109690,POINT(-55.25 -13.75)
109691,POINT(-54.75 -13.75)
109692,POINT(-54.25 -13.75)
109693,POINT(-53.75 -13.75)
109694,POINT(-53.25 -13.75)
109695,POINT(-52.75 -13.75)
109696,POINT(-52.25 -13.75)
109697,POINT(-51.75 -13.75)
109698,POINT(-51.25 -13.75)
109699,POINT(-50.75 -13.75)
109700,POINT(-50.25 -13.75)
109701,POINT(-49.75 -13.75)
109702,POINT(-49.25 -13.75)
109703,POINT(-48.75 -13.75)
109704,POINT(-48.25 -13.75)
109705,POINT(-47.75 -13.75)
109706,POINT(-47.25 -13.75)
109707,POINT(-46.75 -13.75)
109708,POINT(-46.25 -13.75)
109709,POINT(-45.75 -13.75)
109710,POINT(-45.25 -13.75)
109711,POINT(-44.75 -13.75)
109712,POINT(-44.25 -13.75)
109713,POINT(-43.75 -13.75)
109714,POINT(-43.25 -13.75)
109715,POINT(-42.75 -13.75)
109716,POINT(-42.25 -13.75)
109717,POINT(-41.75 -13.75)
109718,POINT(-41.25 -13.75)
109719,POINT(-40.75 -13.75)
109720,POINT(-40.25 -13.75)
109721,POINT(-39.75 -13.75)
109722,POINT(-39.25 -13.75)
109723,POINT(-38.75 -13.75)
109825,POINT(12.25 -13.75)
109826,POINT(12.75 -13.75)
109827,POINT(13.25 -13.75)
109828,POINT(13.75 -13.75)
109829,POINT(14.25 -13.75)
109830,POINT(14.75 -13.75)
109831,POINT(15.25 -13.75)
109832,POINT(15.75 -13.75)
109833,POINT(16.25 -13.75)
109834,POINT(16.75 -13.75)
109835,POINT(17.25 -13.75)
109836,POINT(17.75 -13.75)
109837,POINT(18.25 -13.75)
109838,POINT(18.75 -13.75)
109839,POINT(19.25 -13.75)
109840,POINT(19.75 -13.75)
109841,POINT(20.25 -13.75)
109842,POINT(20.75 -13.75)
109843,POINT(21.25 -13.75)
109844,POINT(21.75 -13.75)
109845,POINT(22.25 -13.75)
109846,POINT(22.75 -13.75)
109847,POINT(23.25 -13.75)
109848,POINT(23.75 -13.75)
109849,POINT(24.25 -13.75)
109850,POINT(24.75 -13.75)
109851,POINT(25.25 -13.75)
109852,POINT(25.75 -13.75)
109853,POINT(26.25 -13.75)
109854,POINT(26.75 -13.75)
109855,POINT(27.25 -13.75)
109856,POINT(27.75 -13.75)
109857,POINT(28.25 -13.75)
109858,POINT(28.75 -13.75)
109859,POINT(29.25 -13.75)
109860,POINT(29.75 -13.75)
109861,POINT(30.25 -13.75)
109862,POINT(30.75 -13.75)
109863,POINT(31.25 -13.75)
109864,POINT(31.75 -13.75)
109865,POINT(32.25 -13.75)
109866,POINT(32.75 -13.75)
109867,POINT(33.25 -13.75)
109868,POINT(33.75 -13.75)
109869,POINT(34.25 -13.75)
109870,POINT(34.75 -13.75)
109871,POINT(35.25 -13.75)
109872,POINT(35.75 -13.75)
109873,POINT(36.25 -13.75)
109874,POINT(36.75 -13.75)
109875,POINT(37.25 -13.75)
109876,POINT(37.75 -13.75)
109877,POINT(38.25 -13.75)
109878,POINT(38.75 -13.75)
109879,POINT(39.25 -13.75)
109880,POINT(39.75 -13.75)
109881,POINT(40.25 -13.75)
109882,POINT(40.75 -13.75)
109896,POINT(47.75 -13.75)
109897,POINT(48.25 -13.75)
109898,POINT(48.75 -13.75)
109899,POINT(49.25 -13.75)
109900,POINT(49.75 -13.75)
109901,POINT(50.25 -13.75)
110053,POINT(126.25 -13.75)
110054,POINT(126.75 -13.75)
110055,POINT(127.25 -13.75)
110056,POINT(127.75 -13.75)
110060,POINT(129.75 -13.75)
110061,POINT(130.25 -13.75)
110062,POINT(130.75 -13.75)
110063,POINT(131.25 -13.75)
110064,POINT(131.75 -13.75)
110065,POINT(132.25 -13.75)
110066,POINT(132.75 -13.75)
110067,POINT(133.25 -13.75)
110068,POINT(133.75 -13.75)
110069,POINT(134.25 -13.75)
110070,POINT(134.75 -13.75)
110071,POINT(135.25 -13.75)
110072,POINT(135.75 -13.75)
110073,POINT(136.25 -13.75)
110074,POINT(136.75 -13.75)
110084,POINT(141.75 -13.75)
110085,POINT(142.25 -13.75)
110086,POINT(142.75 -13.75)
110087,POINT(143.25 -13.75)
110088,POINT(143.75 -13.75)
110135,POINT(167.25 -13.75)
110136,POINT(167.75 -13.75)
110168,POINT(-176.25 -13.25)
110368,POINT(-76.25 -13.25)
110369,POINT(-75.75 -13.25)
110370,POINT(-75.25 -13.25)
110371,POINT(-74.75 -13.25)
110372,POINT(-74.25 -13.25)
110373,POINT(-73.75 -13.25)
110374,POINT(-73.25 -13.25)
110375,POINT(-72.75 -13.25)
110376,POINT(-72.25 -13.25)
110377,POINT(-71.75 -13.25)
110378,POINT(-71.25 -13.25)
110379,POINT(-70.75 -13.25)
110380,POINT(-70.25 -13.25)
110381,POINT(-69.75 -13.25)
110382,POINT(-69.25 -13.25)
110383,POINT(-68.75 -13.25)
110384,POINT(-68.25 -13.25)
110385,POINT(-67.75 -13.25)
110386,POINT(-67.25 -13.25)
110387,POINT(-66.75 -13.25)
110388,POINT(-66.25 -13.25)
110389,POINT(-65.75 -13.25)
110390,POINT(-65.25 -13.25)
110391,POINT(-64.75 -13.25)
110392,POINT(-64.25 -13.25)
110393,POINT(-63.75 -13.25)
110394,POINT(-63.25 -13.25)
110395,POINT(-62.75 -13.25)
110396,POINT(-62.25 -13.25)
110397,POINT(-61.75 -13.25)
110398,POINT(-61.25 -13.25)
110399,POINT(-60.75 -13.25)
110400,POINT(-60.25 -13.25)
110401,POINT(-59.75 -13.25)
110402,POINT(-59.25 -13.25)
110403,POINT(-58.75 -13.25)
110404,POINT(-58.25 -13.25)
110405,POINT(-57.75 -13.25)
110406,POINT(-57.25 -13.25)
110407,POINT(-56.75 -13.25)
110408,POINT(-56.25 -13.25)
110409,POINT(-55.75 -13.25)
110410,POINT(-55.25 -13.25)
110411,POINT(-54.75 -13.25)
110412,POINT(-54.25 -13.25)
110413,POINT(-53.75 -13.25)
110414,POINT(-53.25 -13.25)
110415,POINT(-52.75 -13.25)
110416,POINT(-52.25 -13.25)
110417,POINT(-51.75 -13.25)
110418,POINT(-51.25 -13.25)
110419,POINT(-50.75 -13.25)
110420,POINT(-50.25 -13.25)
110421,POINT(-49.75 -13.25)
110422,POINT(-49.25 -13.25)
110423,POINT(-48.75 -13.25)
110424,POINT(-48.25 -13.25)
110425,POINT(-47.75 -13.25)
110426,POINT(-47.25 -13.25)
110427,POINT(-46.75 -13.25)
110428,POINT(-46.25 -13.25)
110429,POINT(-45.75 -13.25)
110430,POINT(-45.25 -13.25)
110431,POINT(-44.75 -13.25)
110432,POINT(-44.25 -13.25)
110433,POINT(-43.75 -13.25)
110434,POINT(-43.25 -13.25)
110435,POINT(-42.75 -13.25)
110436,POINT(-42.25 -13.25)
110437,POINT(-41.75 -13.25)
110438,POINT(-41.25 -13.25)
110439,POINT(-40.75 -13.25)
110440,POINT(-40.25 -13.25)
110441,POINT(-39.75 -13.25)
110442,POINT(-39.25 -13.25)
110443,POINT(-38.75 -13.25)
110444,POINT(-38.25 -13.25)
110546,POINT(12.75 -13.25)
110547,POINT(13.25 -13.25)
110548,POINT(13.75 -13.25)
110549,POINT(14.25 -13.25)
110550,POINT(14.75 -13.25)
110551,POINT(15.25 -13.25)
110552,POINT(15.75 -13.25)
110553,POINT(16.25 -13.25)
110554,POINT(16.75 -13.25)
110555,POINT(17.25 -13.25)
110556,POINT(17.75 -13.25)
110557,POINT(18.25 -13.25)
110558,POINT(18.75 -13.25)
110559,POINT(19.25 -13.25)
110560,POINT(19.75 -13.25)
110561,POINT(20.25 -13.25)
110562,POINT(20.75 -13.25)
110563,POINT(21.25 -13.25)
110564,POINT(21.75 -13.25)
110565,POINT(22.25 -13.25)
110566,POINT(22.75 -13.25)
110567,POINT(23.25 -13.25)
110568,POINT(23.75 -13.25)
110569,POINT(24.25 -13.25)
110570,POINT(24.75 -13.25)
110571,POINT(25.25 -13.25)
110572,POINT(25.75 -13.25)
110573,POINT(26.25 -13.25)
110574,POINT(26.75 -13.25)
110575,POINT(27.25 -13.25)
110576,POINT(27.75 -13.25)
110577,POINT(28.25 -13.25)
110578,POINT(28.75 -13.25)
110579,POINT(29.25 -13.25)
110580,POINT(29.75 -13.25)
110581,POINT(30.25 -13.25)
110582,POINT(30.75 -13.25)
110583,POINT(31.25 -13.25)
110584,POINT(31.75 -13.25)
110585,POINT(32.25 -13.25)
110586,POINT(32.75 -13.25)
110587,POINT(33.25 -13.25)
110588,POINT(33.75 -13.25)
110589,POINT(34.25 -13.25)
110590,POINT(34.75 -13.25)
110591,POINT(35.25 -13.25)
110592,POINT(35.75 -13.25)
110593,POINT(36.25 -13.25)
110594,POINT(36.75 -13.25)
110595,POINT(37.25 -13.25)
110596,POINT(37.75 -13.25)
110597,POINT(38.25 -13.25)
110598,POINT(38.75 -13.25)
110599,POINT(39.25 -13.25)
110600,POINT(39.75 -13.25)
110601,POINT(40.25 -13.25)
110602,POINT(40.75 -13.25)
110611,POINT(45.25 -13.25)
110617,POINT(48.25 -13.25)
110618,POINT(48.75 -13.25)
110619,POINT(49.25 -13.25)
110620,POINT(49.75 -13.25)
110621,POINT(50.25 -13.25)
110780,POINT(129.75 -13.25)
110781,POINT(130.25 -13.25)
110782,POINT(130.75 -13.25)
110783,POINT(131.25 -13.25)
110784,POINT(131.75 -13.25)
110785,POINT(132.25 -13.25)
110786,POINT(132.75 -13.25)
110787,POINT(133.25 -13.25)
110788,POINT(133.75 -13.25)
110789,POINT(134.25 -13.25)
110790,POINT(134.75 -13.25)
110791,POINT(135.25 -13.25)
110792,POINT(135.75 -13.25)
110793,POINT(136.25 -13.25)
110794,POINT(136.75 -13.25)
110804,POINT(141.75 -13.25)
110805,POINT(142.25 -13.25)
110806,POINT(142.75 -13.25)
110807,POINT(143.25 -13.25)
110808,POINT(143.75 -13.25)
111087,POINT(-76.75 -12.75)
111088,POINT(-76.25 -12.75)
111089,POINT(-75.75 -12.75)
111090,POINT(-75.25 -12.75)
111091,POINT(-74.75 -12.75)
111092,POINT(-74.25 -12.75)
111093,POINT(-73.75 -12.75)
111094,POINT(-73.25 -12.75)
111095,POINT(-72.75 -12.75)
111096,POINT(-72.25 -12.75)
111097,POINT(-71.75 -12.75)
111098,POINT(-71.25 -12.75)
111099,POINT(-70.75 -12.75)
111100,POINT(-70.25 -12.75)
111101,POINT(-69.75 -12.75)
111102,POINT(-69.25 -12.75)
111103,POINT(-68.75 -12.75)
111104,POINT(-68.25 -12.75)
111105,POINT(-67.75 -12.75)
111106,POINT(-67.25 -12.75)
111107,POINT(-66.75 -12.75)
111108,POINT(-66.25 -12.75)
111109,POINT(-65.75 -12.75)
111110,POINT(-65.25 -12.75)
111111,POINT(-64.75 -12.75)
111112,POINT(-64.25 -12.75)
111113,POINT(-63.75 -12.75)
111114,POINT(-63.25 -12.75)
111115,POINT(-62.75 -12.75)
111116,POINT(-62.25 -12.75)
111117,POINT(-61.75 -12.75)
111118,POINT(-61.25 -12.75)
111119,POINT(-60.75 -12.75)
111120,POINT(-60.25 -12.75)
111121,POINT(-59.75 -12.75)
111122,POINT(-59.25 -12.75)
111123,POINT(-58.75 -12.75)
111124,POINT(-58.25 -12.75)
111125,POINT(-57.75 -12.75)
111126,POINT(-57.25 -12.75)
111127,POINT(-56.75 -12.75)
111128,POINT(-56.25 -12.75)
111129,POINT(-55.75 -12.75)
111130,POINT(-55.25 -12.75)
111131,POINT(-54.75 -12.75)
111132,POINT(-54.25 -12.75)
111133,POINT(-53.75 -12.75)
111134,POINT(-53.25 -12.75)
111135,POINT(-52.75 -12.75)
111136,POINT(-52.25 -12.75)
111137,POINT(-51.75 -12.75)
111138,POINT(-51.25 -12.75)
111139,POINT(-50.75 -12.75)
111140,POINT(-50.25 -12.75)
111141,POINT(-49.75 -12.75)
111142,POINT(-49.25 -12.75)
111143,POINT(-48.75 -12.75)
111144,POINT(-48.25 -12.75)
111145,POINT(-47.75 -12.75)
111146,POINT(-47.25 -12.75)
111147,POINT(-46.75 -12.75)
111148,POINT(-46.25 -12.75)
111149,POINT(-45.75 -12.75)
111150,POINT(-45.25 -12.75)
111151,POINT(-44.75 -12.75)
111152,POINT(-44.25 -12.75)
111153,POINT(-43.75 -12.75)
111154,POINT(-43.25 -12.75)
111155,POINT(-42.75 -12.75)
111156,POINT(-42.25 -12.75)
111157,POINT(-41.75 -12.75)
111158,POINT(-41.25 -12.75)
111159,POINT(-40.75 -12.75)
111160,POINT(-40.25 -12.75)
111161,POINT(-39.75 -12.75)
111162,POINT(-39.25 -12.75)
111163,POINT(-38.75 -12.75)
111164,POINT(-38.25 -12.75)
111165,POINT(-37.75 -12.75)
111266,POINT(12.75 -12.75)
111267,POINT(13.25 -12.75)
111268,POINT(13.75 -12.75)
111269,POINT(14.25 -12.75)
111270,POINT(14.75 -12.75)
111271,POINT(15.25 -12.75)
111272,POINT(15.75 -12.75)
111273,POINT(16.25 -12.75)
111274,POINT(16.75 -12.75)
111275,POINT(17.25 -12.75)
111276,POINT(17.75 -12.75)
111277,POINT(18.25 -12.75)
111278,POINT(18.75 -12.75)
111279,POINT(19.25 -12.75)
111280,POINT(19.75 -12.75)
111281,POINT(20.25 -12.75)
111282,POINT(20.75 -12.75)
111283,POINT(21.25 -12.75)
111284,POINT(21.75 -12.75)
111285,POINT(22.25 -12.75)
111286,POINT(22.75 -12.75)
111287,POINT(23.25 -12.75)
111288,POINT(23.75 -12.75)
111289,POINT(24.25 -12.75)
111290,POINT(24.75 -12.75)
111291,POINT(25.25 -12.75)
111292,POINT(25.75 -12.75)
111293,POINT(26.25 -12.75)
111294,POINT(26.75 -12.75)
111295,POINT(27.25 -12.75)
111296,POINT(27.75 -12.75)
111297,POINT(28.25 -12.75)
111298,POINT(28.75 -12.75)
111299,POINT(29.25 -12.75)
111300,POINT(29.75 -12.75)
111301,POINT(30.25 -12.75)
111302,POINT(30.75 -12.75)
111303,POINT(31.25 -12.75)
111304,POINT(31.75 -12.75)
111305,POINT(32.25 -12.75)
111306,POINT(32.75 -12.75)
111307,POINT(33.25 -12.75)
111308,POINT(33.75 -12.75)
111309,POINT(34.25 -12.75)
111310,POINT(34.75 -12.75)
111311,POINT(35.25 -12.75)
111312,POINT(35.75 -12.75)
111313,POINT(36.25 -12.75)
111314,POINT(36.75 -12.75)
111315,POINT(37.25 -12.75)
111316,POINT(37.75 -12.75)
111317,POINT(38.25 -12.75)
111318,POINT(38.75 -12.75)
111319,POINT(39.25 -12.75)
111320,POINT(39.75 -12.75)
111321,POINT(40.25 -12.75)
111322,POINT(40.75 -12.75)
111331,POINT(45.25 -12.75)
111338,POINT(48.75 -12.75)
111339,POINT(49.25 -12.75)
111340,POINT(49.75 -12.75)
111501,POINT(130.25 -12.75)
111502,POINT(130.75 -12.75)
111503,POINT(131.25 -12.75)
111504,POINT(131.75 -12.75)
111505,POINT(132.25 -12.75)
111506,POINT(132.75 -12.75)
111507,POINT(133.25 -12.75)
111508,POINT(133.75 -12.75)
111509,POINT(134.25 -12.75)
111510,POINT(134.75 -12.75)
111511,POINT(135.25 -12.75)
111512,POINT(135.75 -12.75)
111513,POINT(136.25 -12.75)
111514,POINT(136.75 -12.75)
111524,POINT(141.75 -12.75)
111525,POINT(142.25 -12.75)
111526,POINT(142.75 -12.75)
111527,POINT(143.25 -12.75)
111528,POINT(143.75 -12.75)
111595,POINT(177.25 -12.75)
111661,POINT(-149.75 -12.25)
111662,POINT(-149.25 -12.25)
111806,POINT(-77.25 -12.25)
111807,POINT(-76.75 -12.25)
111808,POINT(-76.25 -12.25)
111809,POINT(-75.75 -12.25)
111810,POINT(-75.25 -12.25)
111811,POINT(-74.75 -12.25)
111812,POINT(-74.25 -12.25)
111813,POINT(-73.75 -12.25)
111814,POINT(-73.25 -12.25)
111815,POINT(-72.75 -12.25)
111816,POINT(-72.25 -12.25)
111817,POINT(-71.75 -12.25)
111818,POINT(-71.25 -12.25)
111819,POINT(-70.75 -12.25)
111820,POINT(-70.25 -12.25)
111821,POINT(-69.75 -12.25)
111822,POINT(-69.25 -12.25)
111823,POINT(-68.75 -12.25)
111824,POINT(-68.25 -12.25)
111825,POINT(-67.75 -12.25)
111826,POINT(-67.25 -12.25)
111827,POINT(-66.75 -12.25)
111828,POINT(-66.25 -12.25)
111829,POINT(-65.75 -12.25)
111830,POINT(-65.25 -12.25)
111831,POINT(-64.75 -12.25)
111832,POINT(-64.25 -12.25)
111833,POINT(-63.75 -12.25)
111834,POINT(-63.25 -12.25)
111835,POINT(-62.75 -12.25)
111836,POINT(-62.25 -12.25)
111837,POINT(-61.75 -12.25)
111838,POINT(-61.25 -12.25)
111839,POINT(-60.75 -12.25)
111840,POINT(-60.25 -12.25)
111841,POINT(-59.75 -12.25)
111842,POINT(-59.25 -12.25)
111843,POINT(-58.75 -12.25)
111844,POINT(-58.25 -12.25)
111845,POINT(-57.75 -12.25)
111846,POINT(-57.25 -12.25)
111847,POINT(-56.75 -12.25)
111848,POINT(-56.25 -12.25)
111849,POINT(-55.75 -12.25)
111850,POINT(-55.25 -12.25)
111851,POINT(-54.75 -12.25)
111852,POINT(-54.25 -12.25)
111853,POINT(-53.75 -12.25)
111854,POINT(-53.25 -12.25)
111855,POINT(-52.75 -12.25)
111856,POINT(-52.25 -12.25)
111857,POINT(-51.75 -12.25)
111858,POINT(-51.25 -12.25)
111859,POINT(-50.75 -12.25)
111860,POINT(-50.25 -12.25)
111861,POINT(-49.75 -12.25)
111862,POINT(-49.25 -12.25)
111863,POINT(-48.75 -12.25)
111864,POINT(-48.25 -12.25)
111865,POINT(-47.75 -12.25)
111866,POINT(-47.25 -12.25)
111867,POINT(-46.75 -12.25)
111868,POINT(-46.25 -12.25)
111869,POINT(-45.75 -12.25)
111870,POINT(-45.25 -12.25)
111871,POINT(-44.75 -12.25)
111872,POINT(-44.25 -12.25)
111873,POINT(-43.75 -12.25)
111874,POINT(-43.25 -12.25)
111875,POINT(-42.75 -12.25)
111876,POINT(-42.25 -12.25)
111877,POINT(-41.75 -12.25)
111878,POINT(-41.25 -12.25)
111879,POINT(-40.75 -12.25)
111880,POINT(-40.25 -12.25)
111881,POINT(-39.75 -12.25)
111882,POINT(-39.25 -12.25)
111883,POINT(-38.75 -12.25)
111884,POINT(-38.25 -12.25)
111885,POINT(-37.75 -12.25)
111987,POINT(13.25 -12.25)
111988,POINT(13.75 -12.25)
111989,POINT(14.25 -12.25)
111990,POINT(14.75 -12.25)
111991,POINT(15.25 -12.25)
111992,POINT(15.75 -12.25)
111993,POINT(16.25 -12.25)
111994,POINT(16.75 -12.25)
111995,POINT(17.25 -12.25)
111996,POINT(17.75 -12.25)
111997,POINT(18.25 -12.25)
111998,POINT(18.75 -12.25)
111999,POINT(19.25 -12.25)
112000,POINT(19.75 -12.25)
112001,POINT(20.25 -12.25)
112002,POINT(20.75 -12.25)
112003,POINT(21.25 -12.25)
112004,POINT(21.75 -12.25)
112005,POINT(22.25 -12.25)
112006,POINT(22.75 -12.25)
112007,POINT(23.25 -12.25)
112008,POINT(23.75 -12.25)
112009,POINT(24.25 -12.25)
112010,POINT(24.75 -12.25)
112011,POINT(25.25 -12.25)
112012,POINT(25.75 -12.25)
112013,POINT(26.25 -12.25)
112014,POINT(26.75 -12.25)
112015,POINT(27.25 -12.25)
112016,POINT(27.75 -12.25)
112017,POINT(28.25 -12.25)
112018,POINT(28.75 -12.25)
112019,POINT(29.25 -12.25)
112020,POINT(29.75 -12.25)
112021,POINT(30.25 -12.25)
112022,POINT(30.75 -12.25)
112023,POINT(31.25 -12.25)
112024,POINT(31.75 -12.25)
112025,POINT(32.25 -12.25)
112026,POINT(32.75 -12.25)
112027,POINT(33.25 -12.25)
112028,POINT(33.75 -12.25)
112029,POINT(34.25 -12.25)
112030,POINT(34.75 -12.25)
112031,POINT(35.25 -12.25)
112032,POINT(35.75 -12.25)
112033,POINT(36.25 -12.25)
112034,POINT(36.75 -12.25)
112035,POINT(37.25 -12.25)
112036,POINT(37.75 -12.25)
112037,POINT(38.25 -12.25)
112038,POINT(38.75 -12.25)
112039,POINT(39.25 -12.25)
112040,POINT(39.75 -12.25)
112041,POINT(40.25 -12.25)
112042,POINT(40.75 -12.25)
112048,POINT(43.75 -12.25)
112049,POINT(44.25 -12.25)
112050,POINT(44.75 -12.25)
112058,POINT(48.75 -12.25)
112059,POINT(49.25 -12.25)
112060,POINT(49.75 -12.25)
112154,POINT(96.75 -12.25)
112222,POINT(130.75 -12.25)
112223,POINT(131.25 -12.25)
112224,POINT(131.75 -12.25)
112225,POINT(132.25 -12.25)
112226,POINT(132.75 -12.25)
112227,POINT(133.25 -12.25)
112228,POINT(133.75 -12.25)
112229,POINT(134.25 -12.25)
112230,POINT(134.75 -12.25)
112231,POINT(135.25 -12.25)
112232,POINT(135.75 -12.25)
112233,POINT(136.25 -12.25)
112234,POINT(136.75 -12.25)
112235,POINT(137.25 -12.25)
112244,POINT(141.75 -12.25)
112245,POINT(142.25 -12.25)
112246,POINT(142.75 -12.25)
112247,POINT(143.25 -12.25)
112315,POINT(177.25 -12.25)
112381,POINT(-149.75 -11.75)
112382,POINT(-149.25 -11.75)
112526,POINT(-77.25 -11.75)
112527,POINT(-76.75 -11.75)
112528,POINT(-76.25 -11.75)
112529,POINT(-75.75 -11.75)
112530,POINT(-75.25 -11.75)
112531,POINT(-74.75 -11.75)
112532,POINT(-74.25 -11.75)
112533,POINT(-73.75 -11.75)
112534,POINT(-73.25 -11.75)
112535,POINT(-72.75 -11.75)
112536,POINT(-72.25 -11.75)
112537,POINT(-71.75 -11.75)
112538,POINT(-71.25 -11.75)
112539,POINT(-70.75 -11.75)
112540,POINT(-70.25 -11.75)
112541,POINT(-69.75 -11.75)
112542,POINT(-69.25 -11.75)
112543,POINT(-68.75 -11.75)
112544,POINT(-68.25 -11.75)
112545,POINT(-67.75 -11.75)
112546,POINT(-67.25 -11.75)
112547,POINT(-66.75 -11.75)
112548,POINT(-66.25 -11.75)
112549,POINT(-65.75 -11.75)
112550,POINT(-65.25 -11.75)
112551,POINT(-64.75 -11.75)
112552,POINT(-64.25 -11.75)
112553,POINT(-63.75 -11.75)
112554,POINT(-63.25 -11.75)
112555,POINT(-62.75 -11.75)
112556,POINT(-62.25 -11.75)
112557,POINT(-61.75 -11.75)
112558,POINT(-61.25 -11.75)
112559,POINT(-60.75 -11.75)
112560,POINT(-60.25 -11.75)
112561,POINT(-59.75 -11.75)
112562,POINT(-59.25 -11.75)
112563,POINT(-58.75 -11.75)
112564,POINT(-58.25 -11.75)
112565,POINT(-57.75 -11.75)
112566,POINT(-57.25 -11.75)
112567,POINT(-56.75 -11.75)
112568,POINT(-56.25 -11.75)
112569,POINT(-55.75 -11.75)
